snail_id	date	species	colour	beach_length	beach	weight	sh	sw	ssh	trematode_presence	egg_presence	parasite_collected	parasite_load	trematode_species	behaviour_study	microplastics
GDW211	26/10/23	dog_whelk	NA	251	gylly 	2.83	22.2	14.7	14.2	no	no	NA	NA	NA	yes	NA
GDW212	26/10/23	dog_whelk	NA	251	gylly 	4.9	27.5	16.2	14.3	no	no	NA	NA	NA	yes	NA
GDW213	26/10/23	dog_whelk	NA	251	gylly 	3.1	26.2	15.4	14.1	no	no	NA	NA	NA	yes	NA
GDW214	26/10/23	dog_whelk	NA	251	gylly 	3.18	24.6	15.7	13.7	no	no	NA	NA	NA	yes	NA
GDW215	26/10/23	dog_whelk	NA	251	gylly 	3.6	25	15.5	14.2	no	no	NA	NA	NA	yes	NA
GDW216	26/10/23	dog_whelk	NA	251	gylly 	3	24.7	15.9	12.2	no	no	NA	NA	NA	yes	NA
GDW217	26/10/23	dog_whelk	NA	251	gylly 	4.01	26.3	16.3	13.1	no	no	NA	NA	NA	yes	NA
GDW218	26/10/23	dog_whelk	NA	251	gylly 	3.92	27.2	14.1	13.7	no	no	NA	NA	NA	yes	NA
GDW219	26/10/23	dog_whelk	NA	251	gylly 	3.48	24.9	13.9	13.5	no	no	NA	NA	NA	yes	NA
GDW220	26/10/23	dog_whelk	NA	251	gylly 	4.47	25.1	16.7	13.5	no	no	NA	NA	NA	yes	NA
GDW221	26/10/23	dog_whelk	NA	251	gylly 	4.29	26	16.1	11.7	no	no	NA	NA	NA	yes	NA
GDW222	26/10/23	dog_whelk	NA	251	gylly 	2.95	25.5	14.7	12	no	no	NA	NA	NA	yes	NA
GDW223	26/10/23	dog_whelk	NA	251	gylly 	4.02	26.3	17	13.2	no	no	NA	NA	NA	yes	NA
GDW224	26/10/23	dog_whelk	NA	251	gylly 	3.85	26	16.5	12.6	no	no	NA	NA	NA	yes	NA
GDW225	26/10/23	dog_whelk	NA	251	gylly 	3.43	27	16.4	13.2	no	no	NA	NA	NA	yes	NA
GDW226	26/10/23	dog_whelk	NA	251	gylly 	3.55	26.3	16.6	14.1	no	no	NA	NA	NA	yes	NA
GDW227	26/10/23	dog_whelk	NA	251	gylly 	4.85	30	16.8	15.8	no	no	NA	NA	NA	yes	NA
GDW228	26/10/23	dog_whelk	NA	251	gylly 	4.36	28.3	17.9	14.6	no	no	NA	NA	NA	yes	NA
GDW229	26/10/23	dog_whelk	NA	251	gylly 	3.79	26.2	15.9	13.9	no	no	NA	NA	NA	yes	NA
GDW230	26/10/23	dog_whelk	NA	251	gylly 	5.57	31.7	16.7	16.8	no	no	NA	NA	NA	yes	NA
GDW231	26/10/23	dog_whelk	NA	251	gylly 	4.82	26.9	16.3	15.2	no	no	NA	NA	NA	yes	NA
GDW232	26/10/23	dog_whelk	NA	251	gylly 	3.99	26.9	16.6	14.3	no	no	NA	NA	NA	yes	NA
GDW233	26/10/23	dog_whelk	NA	251	gylly 	3.52	27.1	15	13.9	no	no	NA	NA	NA	yes	NA
GDW234	26/10/23	dog_whelk	NA	251	gylly 	4.39	28.7	16.3	14.1	no	no	NA	NA	NA	yes	NA
GDW235	26/10/23	dog_whelk	NA	251	gylly 	3.79	26	15.1	14.5	no	no	NA	NA	NA	yes	NA
GDW236	26/10/23	dog_whelk	NA	251	gylly 	3.75	28	15.1	15.4	no	no	NA	NA	NA	yes	NA
GDW237	26/10/23	dog_whelk	NA	251	gylly 	4.01	29.7	15.8	16.4	no	no	NA	NA	NA	yes	NA
GDW238	26/10/23	dog_whelk	NA	251	gylly 	4.58	26.7	16.2	14.3	no	no	NA	NA	NA	yes	NA
GDW239	26/10/23	dog_whelk	NA	251	gylly 	4.08	26.3	16.2	13.3	no	no	NA	NA	NA	yes	NA
GDW240	26/10/23	dog_whelk	NA	251	gylly 	3.23	24.4	14.2	12.7	no	no	NA	NA	NA	yes	NA
GDW241	26/10/23	dog_whelk	NA	251	gylly 	4.33	27.6	15.9	14	no	no	NA	NA	NA	yes	NA
GDW242	26/10/23	dog_whelk	NA	251	gylly 	3.9	24.9	16.9	14.6	no	no	NA	NA	NA	yes	NA
GDW243	26/10/23	dog_whelk	NA	251	gylly 	3.01	25.8	14.8	13.1	no	no	NA	NA	NA	yes	NA
GDW244	26/10/23	dog_whelk	NA	251	gylly 	3.52	27.6	16.6	14.3	no	no	NA	NA	NA	yes	NA
GDW245	26/10/23	dog_whelk	NA	251	gylly 	3.27	26	15.5	14.3	no	no	NA	NA	NA	yes	NA
GDW246	26/10/23	dog_whelk	NA	251	gylly 	3.69	23.9	16	11.7	no	no	NA	NA	NA	yes	NA
GDW247	26/10/23	dog_whelk	NA	251	gylly 	3.9	26.1	15.9	12.8	no	no	NA	NA	NA	yes	NA
GDW248	26/10/23	dog_whelk	NA	251	gylly 	2.94	25.5	15	13.4	no	no	NA	NA	NA	yes	NA
GDW249	26/10/23	dog_whelk	NA	251	gylly 	3.97	27.1	16.66	14.5	no	no	NA	NA	NA	yes	NA
GDW250	26/10/23	dog_whelk	NA	251	gylly 	3.84	26.2	16.7	12.9	no	no	NA	NA	NA	yes	NA
GDW251	26/10/23	dog_whelk	NA	251	gylly 	3.31	24.3	15.7	12.7	no	no	NA	NA	NA	yes	NA
GDW252	26/10/23	dog_whelk	NA	251	gylly 	3.42	27.8	16.1	14.3	no	no	NA	NA	NA	yes	NA
GDW253	26/10/23	dog_whelk	NA	251	gylly 	3.9	26	16.7	13.3	no	no	NA	NA	NA	yes	NA
GDW254	26/10/23	dog_whelk	NA	251	gylly 	3.53	26.1	15	14.3	no	no	NA	NA	NA	yes	NA
GDW255	26/10/23	dog_whelk	NA	251	gylly 	3.75	25.7	15.4	13.3	no	no	NA	NA	NA	yes	NA
GDW256	26/10/23	dog_whelk	NA	251	gylly 	3.42	26.1	16.2	13.6	no	no	NA	NA	NA	yes	NA
GDW257	26/10/23	dog_whelk	NA	251	gylly 	3.34	26.4	15	13.6	no	no	NA	NA	NA	yes	NA
GDW258	26/10/23	dog_whelk	NA	251	gylly 	3.18	25.4	15.7	13.7	no	no	NA	NA	NA	yes	NA
GDW259	26/10/23	dog_whelk	NA	251	gylly 	2.53	23.4	14.3	12.7	no	no	NA	NA	NA	yes	NA
GDW260	26/10/23	dog_whelk	NA	251	gylly 	4.16	26.5	15.7	14.4	no	no	NA	NA	NA	yes	NA
GDW261	26/10/23	dog_whelk	NA	251	gylly 	3.36	22.4	15.1	11.6	no	no	NA	NA	NA	yes	NA
GDW262	26/10/23	dog_whelk	NA	251	gylly 	3.64	25.2	15	12.6	no	no	NA	NA	NA	yes	NA
GDW263	26/10/23	dog_whelk	NA	251	gylly 	3.63	24.6	14.9	12.5	no	no	NA	NA	NA	yes	NA
GDW264	26/10/23	dog_whelk	NA	251	gylly 	4.15	25.6	15.4	14	no	no	NA	NA	NA	yes	NA
GDW265	26/10/23	dog_whelk	NA	251	gylly 	4.1	27.3	15.4	13.9	no	no	NA	NA	NA	yes	NA
GDW266	26/10/23	dog_whelk	NA	251	gylly 	4.43	27.9	17.9	14	no	no	NA	NA	NA	yes	NA
GDW267	26/10/23	dog_whelk	NA	251	gylly 	4.65	28.1	17.4	13.7	no	no	NA	NA	NA	yes	NA
GDW268	26/10/23	dog_whelk	NA	251	gylly 	3.64	26.5	14.8	13.5	no	no	NA	NA	NA	yes	NA
GDW269	26/10/23	dog_whelk	NA	251	gylly 	3.52	24.3	16.3	12.2	no	no	NA	NA	NA	yes	NA
GDW270	26/10/23	dog_whelk	NA	251	gylly 	2.63	23.7	13.9	12.1	no	no	NA	NA	NA	yes	NA
GDW271	26/10/23	dog_whelk	NA	251	gylly 	4.63	27.8	17.2	14.6	no	no	NA	NA	NA	yes	NA
GDW272	26/10/23	dog_whelk	NA	251	gylly 	3.71	26.4	16.2	12.7	no	no	NA	NA	NA	yes	NA
GDW273	26/10/23	dog_whelk	NA	251	gylly 	2.81	24.1	14.4	11.9	no	no	NA	NA	NA	yes	NA
GDW274	26/10/23	dog_whelk	NA	251	gylly 	4.27	27.3	16.4	14.2	no	no	NA	NA	NA	yes	NA
GDW275	26/10/23	dog_whelk	NA	251	gylly 	3.48	24	16.2	12.3	no	no	NA	NA	NA	yes	NA
GDW276	26/10/23	dog_whelk	NA	251	gylly 	3.55	27.1	15.4	14.7	no	no	NA	NA	NA	yes	NA
GDW277	26/10/23	dog_whelk	NA	251	gylly 	4.02	26	14.9	13.6	no	no	NA	NA	NA	yes	NA
GDW278	26/10/23	dog_whelk	NA	251	gylly 	3.39	24	14.5	13.8	no	no	NA	NA	NA	yes	NA
GDW279	26/10/23	dog_whelk	NA	251	gylly 	2.95	24.6	14.4	12	no	no	NA	NA	NA	yes	NA
GDW280	26/10/23	dog_whelk	NA	251	gylly 	5.26	29.4	17.4	15.5	no	no	NA	NA	NA	yes	NA
GDW281	26/10/23	dog_whelk	NA	251	gylly 	4.31	28	15.9	14.6	no	no	NA	NA	NA	yes	NA
GDW282	26/10/23	dog_whelk	NA	251	gylly 	3.53	27.3	16.9	13.5	no	no	NA	NA	NA	yes	NA
GDW283	26/10/23	dog_whelk	NA	251	gylly 	4.09	28.1	16	14.3	no	no	NA	NA	NA	yes	NA
GDW284	26/10/23	dog_whelk	NA	251	gylly 	3.15	27	15.4	14.1	no	no	NA	NA	NA	yes	NA
GDW285	26/10/23	dog_whelk	NA	251	gylly 	4.12	27.1	15.3	14.1	no	no	NA	NA	NA	yes	NA
GDW286	26/10/23	dog_whelk	NA	251	gylly 	3.65	25.3	15	13.4	no	no	NA	NA	NA	yes	NA
GDW287	26/10/23	dog_whelk	NA	251	gylly 	4.76	30	15	16.2	no	no	NA	NA	NA	yes	NA
GDW288	26/10/23	dog_whelk	NA	251	gylly 	4.33	26.5	15.7	14.1	no	no	NA	NA	NA	yes	NA
GDW289	26/10/23	dog_whelk	NA	251	gylly 	3.2	26.2	14.9	13.3	no	no	NA	NA	NA	yes	NA
GDW290	26/10/23	dog_whelk	NA	251	gylly 	4.92	27.4	16.5	13.2	no	no	NA	NA	NA	yes	NA
GDW291	26/10/23	dog_whelk	NA	251	gylly 	4.28	30.4	16.4	16.3	no	no	NA	NA	NA	yes	NA
GDW292	26/10/23	dog_whelk	NA	251	gylly 	3.53	27.8	14.9	14.1	no	no	NA	NA	NA	yes	NA
GDW293	26/10/23	dog_whelk	NA	251	gylly 	3.68	25.8	16.2	12.9	no	no	NA	NA	NA	yes	NA
GDW294	26/10/23	dog_whelk	NA	251	gylly 	3.69	26.2	16	14	no	no	NA	NA	NA	yes	NA
GDW295	26/10/23	dog_whelk	NA	251	gylly 	4.31	26.5	16	12.7	no	no	NA	NA	NA	yes	NA
GDW296	26/10/23	dog_whelk	NA	251	gylly 	2.95	27.3	14.2	12	no	no	NA	NA	NA	yes	NA
GDW297	26/10/23	dog_whelk	NA	251	gylly 	3.53	28.3	15.7	14.8	no	no	NA	NA	NA	yes	NA
GDW298	26/10/23	dog_whelk	NA	251	gylly 	2.98	23.1	13.7	10.9	no	no	NA	NA	NA	yes	NA
GDW299	26/10/23	dog_whelk	NA	251	gylly 	4.97	29.26	16.6	15	no	no	NA	NA	NA	yes	NA
GDW300	26/10/23	dog_whelk	NA	251	gylly 	3.96	26.4	14.8	12.4	no	no	NA	NA	NA	yes	NA
CDW1	8/11/23	dog_whelk	NA	266	castle	2.47	20.1	10.9	10.1	no	no	NA	NA	NA	yes	NA
CDW2	8/11/23	dog_whelk	NA	266	castle	2.96	25.8	11.5	12.8	no	no	NA	NA	NA	yes	NA
CDW3	8/11/23	dog_whelk	NA	266	castle	1.73	21.1	9.7	10.8	no	no	NA	NA	NA	yes	NA
CDW4	8/11/23	dog_whelk	NA	266	castle	2.53	23.6	11.5	11.2	no	no	NA	NA	NA	yes	NA
CDW5	8/11/23	dog_whelk	NA	266	castle	2.31	21.2	10.6	10.6	no	no	NA	NA	NA	yes	NA
CDW6	8/11/23	dog_whelk	NA	266	castle	2.37	19.7	10.3	9.5	no	no	NA	NA	NA	yes	NA
CDW7	8/11/23	dog_whelk	NA	266	castle	3	25.4	11.5	9.5	no	no	NA	NA	NA	yes	NA
CDW8	8/11/23	dog_whelk	NA	266	castle	2.5	21.6	11.1	10.4	no	no	NA	NA	NA	yes	NA
CDW9	8/11/23	dog_whelk	NA	266	castle	2.8	24.5	11.1	12.4	no	no	NA	NA	NA	yes	NA
CDW10	8/11/23	dog_whelk	NA	266	castle	1.96	22	10.2	11.4	no	no	NA	NA	NA	yes	NA
CDW11	8/11/23	dog_whelk	NA	266	castle	2.31	22.2	10.8	11	no	no	NA	NA	NA	yes	NA
CDW12	8/11/23	dog_whelk	NA	266	castle	2.32	22.1	10.5	12	no	no	NA	NA	NA	yes	NA
CDW13	8/11/23	dog_whelk	NA	266	castle	3.8	25.2	12.2	12.8	no	no	NA	NA	NA	yes	NA
CDW14	8/11/23	dog_whelk	NA	266	castle	2.54	22.7	11.1	11.3	no	no	NA	NA	NA	yes	NA
CDW15	8/11/23	dog_whelk	NA	266	castle	3.49	25	12.2	12.3	no	no	NA	NA	NA	yes	NA
CDW16	8/11/23	dog_whelk	NA	266	castle	2.23	21.9	10.4	11.2	no	no	NA	NA	NA	yes	NA
CDW17	8/11/23	dog_whelk	NA	266	castle	3.19	25.6	11.7	11.6	no	no	NA	NA	NA	yes	NA
CDW18	8/11/23	dog_whelk	NA	266	castle	2.9	24.7	11.5	12.8	no	no	NA	NA	NA	yes	NA
CDW19	8/11/23	dog_whelk	NA	266	castle	2.91	23.4	11.4	11.1	no	no	NA	NA	NA	yes	NA
CDW20	8/11/23	dog_whelk	NA	266	castle	2.39	21.8	11.3	11.3	no	no	NA	NA	NA	yes	NA
CDW21	8/11/23	dog_whelk	NA	266	castle	3.57	23.4	12.1	12.1	no	no	NA	NA	NA	yes	NA
CDW22	8/11/23	dog_whelk	NA	266	castle	2.47	22.6	11.7	9.9	no	no	NA	NA	NA	yes	NA
CDW23	8/11/23	dog_whelk	NA	266	castle	2.41	22.8	10.8	11.1	no	no	NA	NA	NA	yes	NA
CDW24	8/11/23	dog_whelk	NA	266	castle	2.46	22.9	10.8	11.5	no	no	NA	NA	NA	yes	NA
CDW25	8/11/23	dog_whelk	NA	266	castle	4.47	26.3	13	13	no	no	NA	NA	NA	yes	NA
CDW26	8/11/23	dog_whelk	NA	266	castle	2.4	22.6	11.6	10.3	no	no	NA	NA	NA	yes	NA
CDW27	8/11/23	dog_whelk	NA	266	castle	1.7	20.5	10.1	10.1	no	no	NA	NA	NA	yes	NA
CDW28	8/11/23	dog_whelk	NA	266	castle	3.53	25.2	11.9	12.2	no	no	NA	NA	NA	yes	NA
CDW29	8/11/23	dog_whelk	NA	266	castle	2.12	22.5	10.2	10.6	no	no	NA	NA	NA	yes	NA
CDW30	8/11/23	dog_whelk	NA	266	castle	3.36	24.4	11.8	12.1	no	no	NA	NA	NA	yes	NA
CDW31	8/11/23	dog_whelk	NA	266	castle	2.57	23.3	11.8	12	no	no	NA	NA	NA	yes	NA
CDW32	8/11/23	dog_whelk	NA	266	castle	3.33	23.8	12.1	11.2	no	no	NA	NA	NA	yes	NA
CDW33	8/11/23	dog_whelk	NA	266	castle	2.53	23.1	10.8	11.2	no	no	NA	NA	NA	yes	NA
CDW34	8/11/23	dog_whelk	NA	266	castle	3.45	24.3	11.8	11.4	no	no	NA	NA	NA	yes	NA
CDW35	8/11/23	dog_whelk	NA	266	castle	2.35	22.2	10.7	10.7	no	no	NA	NA	NA	yes	NA
CDW36	8/11/23	dog_whelk	NA	266	castle	2.99	23.2	11.1	12	no	no	NA	NA	NA	yes	NA
CDW37	8/11/23	dog_whelk	NA	266	castle	2.48	22.1	11.7	10.6	no	no	NA	NA	NA	yes	NA
CDW38	8/11/23	dog_whelk	NA	266	castle	1.83	22.4	10	11.5	no	no	NA	NA	NA	yes	NA
CDW39	8/11/23	dog_whelk	NA	266	castle	3.2	23.6	11.2	10.6	no	no	NA	NA	NA	yes	NA
CDW40	8/11/23	dog_whelk	NA	266	castle	3.7	25.5	12.1	12.7	no	no	NA	NA	NA	yes	NA
CDW41	8/11/23	dog_whelk	NA	266	castle	2.14	21.5	11.2	10.1	no	no	NA	NA	NA	yes	NA
CDW42	8/11/23	dog_whelk	NA	266	castle	2.41	22.4	10.8	11.4	no	no	NA	NA	NA	yes	NA
CDW43	8/11/23	dog_whelk	NA	266	castle	2.32	21.5	11.5	10.3	no	no	NA	NA	NA	yes	NA
CDW44	8/11/23	dog_whelk	NA	266	castle	3.2	25.4	12.4	11.7	no	no	NA	NA	NA	yes	NA
CDW45	8/11/23	dog_whelk	NA	266	castle	2.68	22.6	11.4	11.3	no	no	NA	NA	NA	yes	NA
CDW46	8/11/23	dog_whelk	NA	266	castle	3.24	23.9	10.8	11.5	no	no	NA	NA	NA	yes	NA
CDW47	8/11/23	dog_whelk	NA	266	castle	2.88	24.6	10.9	13.5	no	no	NA	NA	NA	yes	NA
CDW48	8/11/23	dog_whelk	NA	266	castle	3.37	23.4	7.7	12	no	no	NA	NA	NA	yes	NA
CDW49	8/11/23	dog_whelk	NA	266	castle	2.32	21.2	11.3	10.6	no	no	NA	NA	NA	yes	NA
CDW50	8/11/23	dog_whelk	NA	266	castle	2.43	25.2	10.7	12.1	no	no	NA	NA	NA	yes	NA
CDW51	8/11/23	dog_whelk	NA	266	castle	2.66	23.8	11.9	10.9	no	no	NA	NA	NA	yes	NA
CDW52	8/11/23	dog_whelk	NA	266	castle	2.34	20.9	11.2	10.4	no	no	NA	NA	NA	yes	NA
CDW53	8/11/23	dog_whelk	NA	266	castle	2.34	21.6	11.6	10.7	no	no	NA	NA	NA	yes	NA
CDW54	8/11/23	dog_whelk	NA	266	castle	3.36	21.3	12.7	13.7	no	no	NA	NA	NA	yes	NA
CDW55	8/11/23	dog_whelk	NA	266	castle	3.7	22.8	11.3	10.9	no	no	NA	NA	NA	yes	NA
CDW56	8/11/23	dog_whelk	NA	266	castle	3.38	25.1	12.1	12.5	no	no	NA	NA	NA	yes	NA
CDW57	8/11/23	dog_whelk	NA	266	castle	2.49	22	11.4	10.3	no	no	NA	NA	NA	yes	NA
CDW58	8/11/23	dog_whelk	NA	266	castle	4.23	29.4	13.7	14.7	no	no	NA	NA	NA	yes	NA
CDW59	8/11/23	dog_whelk	NA	266	castle	2.76	23.5	10.8	11.6	no	no	NA	NA	NA	yes	NA
CDW60	8/11/23	dog_whelk	NA	266	castle	2.31	21.7	10.2	10.1	no	no	NA	NA	NA	yes	NA
CDW61	8/11/23	dog_whelk	NA	266	castle	2.78	23.3	12.1	10.9	no	no	NA	NA	NA	yes	NA
CDW62	8/11/23	dog_whelk	NA	266	castle	2.28	23.8	10.3	9.5	no	no	NA	NA	NA	yes	NA
CDW63	8/11/23	dog_whelk	NA	266	castle	2.57	24.5	11.3	12.1	no	no	NA	NA	NA	yes	NA
CDW64	8/11/23	dog_whelk	NA	266	castle	1.51	20.3	10.4	9	no	no	NA	NA	NA	yes	NA
CDW65	8/11/23	dog_whelk	NA	266	castle	2.81	23.5	11.5	11.6	no	no	NA	NA	NA	yes	NA
CDW66	8/11/23	dog_whelk	NA	266	castle	2.04	21.4	10.5	10.5	no	no	NA	NA	NA	yes	NA
CDW67	8/11/23	dog_whelk	NA	266	castle	3.09	26	12.4	13.1	no	no	NA	NA	NA	yes	NA
CDW68	8/11/23	dog_whelk	NA	266	castle	2.77	25.4	11	13.5	yes	no	yes	high	tbc	yes	NA
CDW69	8/11/23	dog_whelk	NA	266	castle	2.86	23.7	11.8	11.7	no	no	NA	NA	NA	yes	NA
CDW70	8/11/23	dog_whelk	NA	266	castle	4.62	27.1	13.7	14.1	no	no	NA	NA	NA	yes	NA
CDW71	8/11/23	dog_whelk	NA	266	castle	3.92	26	12.7	13	no	no	NA	NA	NA	yes	NA
CDW72	8/11/23	dog_whelk	NA	266	castle	3.56	26.8	11.5	12.7	no	no	NA	NA	NA	yes	NA
CDW73	8/11/23	dog_whelk	NA	266	castle	2.85	24.1	11.4	11.9	no	no	NA	NA	NA	yes	NA
CDW74	8/11/23	dog_whelk	NA	266	castle	3.24	25.9	12.3	11.5	no	no	NA	NA	NA	yes	NA
CDW75	8/11/23	dog_whelk	NA	266	castle	3.36	22.9	12.2	10.8	no	no	NA	NA	NA	yes	NA
CDW76	8/11/23	dog_whelk	NA	266	castle	3.37	23.2	11.8	11.1	no	no	NA	NA	NA	yes	NA
CDW77	8/11/23	dog_whelk	NA	266	castle	3.24	24.3	12.1	12.2	no	no	NA	NA	NA	yes	NA
CDW78	8/11/23	dog_whelk	NA	266	castle	2.51	23.4	11	11.7	yes	no	yes	high	tbc	yes	NA
CDW79	8/11/23	dog_whelk	NA	266	castle	3.9	23.6	11.1	11.2	no	no	NA	NA	NA	yes	NA
CDW80	8/11/23	dog_whelk	NA	266	castle	3.4	24.8	12.1	12.6	no	no	NA	NA	NA	yes	NA
CDW81	8/11/23	dog_whelk	NA	266	castle	2.46	23.2	11	9.9	no	no	NA	NA	NA	yes	NA
CDW82	8/11/23	dog_whelk	NA	266	castle	2.93	25	11.6	12.1	no	no	NA	NA	NA	yes	NA
CDW83	8/11/23	dog_whelk	NA	266	castle	2.99	24.1	11.6	12.2	no	no	NA	NA	NA	yes	NA
CDW84	8/11/23	dog_whelk	NA	266	castle	4.7	29	12.8	14.9	no	no	NA	NA	NA	yes	NA
CDW85	8/11/23	dog_whelk	NA	266	castle	2.62	22.7	10.9	11.7	no	no	NA	NA	NA	yes	NA
CDW86	8/11/23	dog_whelk	NA	266	castle	2.87	23.3	10.6	12.1	no	no	NA	NA	NA	yes	NA
CDW87	8/11/23	dog_whelk	NA	266	castle	3.38	24.4	11.6	12	no	no	NA	NA	NA	yes	NA
CDW88	8/11/23	dog_whelk	NA	266	castle	2.2	22.5	10.1	11.8	no	no	NA	NA	NA	yes	NA
CDW89	8/11/23	dog_whelk	NA	266	castle	2.77	23.3	11.2	10.1	no	no	NA	NA	NA	yes	NA
CDW90	8/11/23	dog_whelk	NA	266	castle	2.4	22.7	10.8	11.6	no	no	NA	NA	NA	yes	NA
CDW91	8/11/23	dog_whelk	NA	266	castle	2.6	23	11.2	11.8	no	no	NA	NA	NA	yes	NA
CDW92	8/11/23	dog_whelk	NA	266	castle	2.61	23	11.3	11.4	no	no	NA	NA	NA	yes	NA
CDW93	8/11/23	dog_whelk	NA	266	castle	2.37	22.8	11.3	11.3	no	no	NA	NA	NA	yes	NA
CDW94	8/11/23	dog_whelk	NA	266	castle	2.17	22	10.6	10.4	no	no	NA	NA	NA	yes	NA
CDW95	8/11/23	dog_whelk	NA	266	castle	2.55	22.2	11.4	11	no	no	NA	NA	NA	yes	NA
CDW96	8/11/23	dog_whelk	NA	266	castle	2.67	23.4	10.9	11.6	no	no	NA	NA	NA	yes	NA
CDW97	8/11/23	dog_whelk	NA	266	castle	2.81	24.9	11	12.8	no	no	NA	NA	NA	yes	NA
CDW98	8/11/23	dog_whelk	NA	266	castle	2.61	24.3	11.1	12.4	no	no	NA	NA	NA	yes	NA
CDW99	8/11/23	dog_whelk	NA	266	castle	2.47	22.6	10.8	12.1	no	no	NA	NA	NA	yes	NA
CDW100	8/11/23	dog_whelk	NA	266	castle	2.63	22.9	11.3	10.6	no	no	NA	NA	NA	yes	NA
CDW101	8/11/23	dog_whelk	NA	266	castle	2.39	21.4	10.9	10.3	no	no	NA	NA	NA	yes	NA
CDW102	8/11/23	dog_whelk	NA	266	castle	2.69	21.9	11.3	10.2	yes	no	yes	medium	tbc	yes	NA
CDW103	8/11/23	dog_whelk	NA	266	castle	2.32	21	11	9.9	no	no	NA	NA	NA	yes	NA
CDW104	8/11/23	dog_whelk	NA	266	castle	2.33	21.7	10.6	10.5	no	no	NA	NA	NA	yes	NA
CDW105	8/11/23	dog_whelk	NA	266	castle	2.64	22.9	11.3	11.2	no	no	NA	NA	NA	yes	NA
CDW106	8/11/23	dog_whelk	NA	266	castle	2.12	20.4	10.3	9.7	no	no	NA	NA	NA	yes	NA
CDW107	8/11/23	dog_whelk	NA	266	castle	2.2	21.4	10.2	10.2	no	no	NA	NA	NA	yes	NA
CDW108	8/11/23	dog_whelk	NA	266	castle	2.49	21.1	10.7	10.3	no	no	NA	NA	NA	yes	NA
CDW109	8/11/23	dog_whelk	NA	266	castle	2.08	21.2	9.9	10.8	no	no	NA	NA	NA	yes	NA
CDW110	8/11/23	dog_whelk	NA	266	castle	1.96	21.9	10.1	11	yes	yes	yes	low	tbc	yes	NA
CDW111	8/11/23	dog_whelk	NA	266	castle	2.11	20.6	10.1	10.4	no	no	NA	NA	NA	yes	NA
CDW112	8/11/23	dog_whelk	NA	266	castle	1.99	20.3	9.6	10.6	no	no	NA	NA	NA	yes	NA
CDW113	8/11/23	dog_whelk	NA	266	castle	2.43	23.7	10.9	11.7	no	no	NA	NA	NA	yes	NA
CDW114	8/11/23	dog_whelk	NA	266	castle	2.24	21.4	10.8	10.3	no	yes	NA	NA	NA	yes	NA
CDW115	8/11/23	dog_whelk	NA	266	castle	2.45	21.3	10.9	10.1	no	no	NA	NA	NA	yes	NA
CDW116	8/11/23	dog_whelk	NA	266	castle	2.32	21.3	11.1	10	no	no	NA	NA	NA	yes	NA
CDW117	8/11/23	dog_whelk	NA	266	castle	2.2	19.5	10.9	10.3	no	no	NA	NA	NA	yes	NA
CDW118	8/11/23	dog_whelk	NA	266	castle	2.12	20.4	10.5	10.1	no	no	NA	NA	NA	yes	NA
CDW119	8/11/23	dog_whelk	NA	266	castle	1.88	20.7	10	10.7	no	no	NA	NA	NA	yes	NA
CDW120	8/11/23	dog_whelk	NA	266	castle	2.05	23.3	10.2	11.3	no	no	NA	NA	NA	yes	NA
CDW121	8/11/23	dog_whelk	NA	266	castle	2.08	19.6	9.8	9.5	no	yes	NA	NA	NA	yes	NA
CDW122	8/11/23	dog_whelk	NA	266	castle	1.9	20.1	10.6	9.6	no	no	NA	NA	NA	yes	NA
CDW123	8/11/23	dog_whelk	NA	266	castle	2.32	21.5	9.8	10.5	no	no	NA	NA	NA	yes	NA
CDW124	8/11/23	dog_whelk	NA	266	castle	2.05	20.8	9.8	9.6	no	no	NA	NA	NA	yes	NA
CDW125	8/11/23	dog_whelk	NA	266	castle	2.03	19.1	9.8	9.9	no	no	NA	NA	NA	yes	NA
CDW127	8/11/23	dog_whelk	NA	266	castle	2.18	21.2	10.9	10.7	no	no	NA	NA	NA	yes	NA
CDW128	8/11/23	dog_whelk	NA	266	castle	2.19	21.5	10.7	10.5	no	no	NA	NA	NA	yes	NA
CDW129	8/11/23	dog_whelk	NA	266	castle	2.3	19.8	10	9.7	no	no	NA	NA	NA	yes	NA
CDW130	8/11/23	dog_whelk	NA	266	castle	2	21.8	10	11.2	no	no	NA	NA	NA	yes	NA
CDW131	8/11/23	dog_whelk	NA	266	castle	1.63	19.4	9.3	9.5	no	no	NA	NA	NA	yes	NA
CDW132	8/11/23	dog_whelk	NA	266	castle	2.28	21.3	10.7	11.7	no	no	NA	NA	NA	yes	NA
CDW133	8/11/23	dog_whelk	NA	266	castle	2.07	21	10.5	10.4	no	yes	NA	NA	NA	yes	NA
CDW134	8/11/23	dog_whelk	NA	266	castle	2.37	21.6	10.1	10.4	no	no	NA	NA	NA	yes	NA
CDW135	8/11/23	dog_whelk	NA	266	castle	2.03	19	10.2	8.7	no	no	NA	NA	NA	yes	NA
CDW136	8/11/23	dog_whelk	NA	266	castle	2.08	19.7	10.2	10.1	no	no	NA	NA	NA	yes	NA
CDW137	8/11/23	dog_whelk	NA	266	castle	2.44	22.7	10.8	10.6	no	no	NA	NA	NA	yes	NA
CDW138	8/11/23	dog_whelk	NA	266	castle	2.6	21	10.6	10.3	no	no	NA	NA	NA	yes	NA
