snail_id	date	species	colour	Parasite	Movement	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	155	160	165	170	175	180	185	190	195	200	205	210	215	220	225	230	235	240	245	250
FCP133	16/11/23	common	NA	no	6	dark	dark	dark	dark	dark	patterned	dark	patterned	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP134	16/11/23	common	NA	no	8	light	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	dark	dark	dark	dark	dark	dark	light	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	patterned
FCP135	16/11/23	common	NA	no	4	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP136	16/11/23	common	NA	no	10	patterned	patterned	dark	dark	dark	patterned	patterned	dark	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned
FCP137	16/11/23	common	NA	no	11	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	patterned	dark	dark	dark	patterned	patterned	dark	dark	dark	dark	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	light	light	light	light	light
FCP138	16/11/23	common	NA	no	18	light	light	light	patterned	light	light	dark	light	dark	light	patterned	patterned	patterned	light	patterned	dark	dark	light	light	light	light	light	light	light	dark	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	patterned
FCP139	16/11/23	common	NA	no	6	dark	dark	dark	dark	dark	light	dark	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP140	16/11/23	common	NA	no	14	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	patterned	patterned	light	dark	dark	light	patterned	light	light	light	patterned	light	dark	patterned	patterned	dark	dark	patterned	patterned	patterned
FCP141	16/11/23	common	NA	no	0	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP142	16/11/23	common	NA	no	9	light	light	light	light	light	light	light	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	dark	dark	patterned	patterned	patterned	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light
FCP143	16/11/23	common	NA	no	10	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	light	light	light	patterned	light	light	light	light	light
FCP144	16/11/23	common	NA	no	23	dark	dark	dark	dark	dark	patterned	patterned	patterned	dark	dark	patterned	patterned	dark	dark	dark	patterned	patterned	patterned	patterned	dark	patterned	dark	dark	patterned	dark	patterned	patterned	light	dark	dark	patterned	dark	dark	dark	dark	light	dark	patterned	dark	light	light	light	patterned	dark	light
FCP145	16/11/23	common	NA	no	19	light	patterned	patterned	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	light	light	light	light	light	light	light	light	light	patterned	light	dark	patterned	light	light	light	dark	light	dark	dark	dark	dark	patterned	light	dark	patterned	patterned	dark	light
FCP146	16/11/23	common	NA	no	23	patterned	patterned	patterned	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	dark	dark	dark	patterned	light	patterned	light	light	dark	dark	patterned	light	patterned	dark	light	light	patterned	light	light	dark	light	dark	dark	dark	patterned	dark	light	light	dark	dark
FCP147	16/11/23	common	NA	no	0	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP148	16/11/23	common	NA	no	4	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP149	16/11/23	common	NA	no	6	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP150	16/11/23	common	NA	no	14	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	dark	dark	light	light	dark	light	patterned	light	light	dark	patterned	patterned	light	patterned	dark	dark	dark	dark	patterned	patterned	light
FCP151	16/11/23	common	NA	no	8	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	patterned	patterned	light	light	light	light	light	light	light	light	light	light
FCP152	16/11/23	common	NA	no	9	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	light	patterned	light	patterned	light	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP153	16/11/23	common	NA	no	15	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	dark	light	patterned	dark	dark	light	light	light	patterned	patterned	dark	dark	dark	dark	patterned	patterned	light	patterned	dark	dark	dark	patterned	patterned	patterned	patterned	light	light	light	light	light	light	light	light
FCP154	16/11/23	common	NA	no	17	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	light	dark	dark	light	patterned	dark	patterned	patterned	light	patterned	dark	dark	patterned	patterned	patterned	patterned	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	light
FCP155	16/11/23	common	NA	no	17	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	light	dark	patterned	patterned	patterned	dark	dark	patterned	patterned	patterned	patterned	dark	dark	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	light	patterned	light	patterned	dark	patterned	patterned	patterned	dark	dark	dark
FCP156	16/11/23	common	NA	no	10	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	light	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	light	light	patterned	patterned	patterned	patterned	dark	dark	light	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP157	16/11/23	common	NA	no	22	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	dark	patterned	dark	light	patterned	dark	dark	patterned	dark	dark	patterned	patterned	light	patterned	dark	patterned	dark	light	patterned	dark	patterned	dark	light
FCP158	16/11/23	common	NA	no	8	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	light	dark	light	light	light	light	light	light	light	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP159	16/11/23	common	NA	no	3	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP160	16/11/23	common	NA	no	21	dark	light	light	light	light	light	patterned	patterned	patterned	dark	dark	dark	dark	light	light	light	light	light	light	patterned	light	light	dark	light	light	light	patterned	patterned	light	dark	light	patterned	patterned	dark	light	patterned	dark	light	patterned	patterned	patterned	dark	patterned	patterned	patterned
FCP161	16/11/23	common	NA	no	0	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP162	16/11/23	common	NA	no	28	dark	dark	patterned	light	patterned	patterned	patterned	patterned	light	dark	dark	dark	dark	dark	dark	light	patterned	patterned	patterned	light	patterned	light	patterned	dark	patterned	dark	light	dark	dark	patterned	dark	patterned	light	patterned	dark	patterned	light	patterned	patterned	patterned	light	dark	patterned	patterned	patterned
FCP163	16/11/23	common	NA	no	3	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light
FCP164	16/11/23	common	NA	no	0	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP165	16/11/23	common	NA	no	8	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	dark	patterned	dark	light	light	light	dark	dark	dark	dark	dark	dark	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP166	16/11/23	common	NA	no	0	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP167	16/11/23	common	NA	no	2	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP168	16/11/23	common	NA	no	4	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP169	16/11/23	common	NA	no	0	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP170	16/11/23	common	NA	no	1	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned
FCP171	16/11/23	common	NA	no	1	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP172	16/11/23	common	NA	no	9	dark	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	dark	patterned	patterned	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP173	16/11/23	common	NA	no	1	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP174	16/11/23	common	NA	no	0	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP175	16/11/23	common	NA	no	1	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP176	16/11/23	common	NA	no	7	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	light	light	light	patterned	patterned	light	patterned	dark	dark	dark
FCP177	16/11/23	common	NA	yes	4	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	patterned	light	light	light	light	light
FCP178	16/11/23	common	NA	no	0	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP179	16/11/23	common	NA	no	9	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	dark	light	patterned	dark	light	light	light	dark	dark	dark	light	dark	dark	dark	dark	dark
FCP180	16/11/23	common	NA	no	5	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	patterned	dark	dark	dark	dark	dark	dark	dark
FCP181	16/11/23	common	NA	no	1	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP182	16/11/23	common	NA	no	21	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	patterned	dark	dark	dark	dark	dark	patterned	patterned	light	dark	patterned	light	dark	dark	patterned	light	patterned	light	patterned	light	dark	dark	light	light	patterned	dark	light	light
FCP183	16/11/23	common	NA	no	5	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	patterned	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark
FCP184	16/11/23	common	NA	no	15	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	light	dark	patterned	light	patterned	light	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	dark	patterned	dark	light
FCP185	16/11/23	common	NA	no	5	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	light	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP186	16/11/23	common	NA	no	8	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	patterned	patterned	dark	light	light	light	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light
FCP187	16/11/23	common	NA	yes	0	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP188	16/11/23	common	NA	yes	1	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark
FCP189	16/11/23	common	NA	yes	2	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark	light
FCP190	16/11/23	common	NA	yes	16	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	dark	light	light	patterned	dark	patterned	dark	light	light	light	light	patterned	patterned	dark	light	patterned	dark	light	patterned	patterned	dark	dark	dark	dark	dark
FCP191	16/11/23	common	NA	yes	21	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	light	light	light	dark	dark	dark	dark	patterned	light	dark	dark	patterned	dark	light	patterned	dark	light	patterned	dark	patterned	light	light	light	light	dark	dark	dark	patterned	dark	patterned	patterned	patterned	light	light
FCP192	16/11/23	common	NA	yes	8	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	light	light	light	light	light	light	light	dark	dark	light	patterned	dark	dark	dark	dark	dark	light	patterned
FCP193	16/11/23	common	NA	yes	8	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	patterned	patterned	patterned	light	light	light	light	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	light	light	light	light	light	light	patterned
FCP194	16/11/23	common	NA	no	0	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP195	16/11/23	common	NA	no	7	light	light	light	light	light	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	light	patterned	patterned	patterned	light	light	light
FCP196	16/11/23	common	NA	no	17	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	patterned	dark	patterned	patterned	dark	light	dark	light	dark	dark	light	light	dark	light	dark	light	light	patterned	patterned	dark	dark	dark	dark	dark
FCP197	16/11/23	common	NA	no	3	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	patterned	patterned	light	light	light	light	light	light	light
FCP198	16/11/23	common	NA	no	3	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	patterned	patterned	patterned
FCP199	16/11/23	common	NA	no	0	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP200	16/11/23	common	NA	no	4	dark	dark	dark	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark
FCP201	16/11/23	common	NA	no	8	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	dark	light	light	patterned	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP202	16/11/23	common	NA	no	3	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP203	16/11/23	common	NA	no	8	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	light	light	light	light	patterned	patterned	dark	dark	light	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP204	16/11/23	common	NA	no	2	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP205	16/11/23	common	NA	yes	7	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	patterned	patterned	patterned	patterned	dark	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light
FCP206	16/11/23	common	NA	no	11	dark	dark	dark	dark	dark	dark	dark	light	light	light	dark	dark	dark	dark	patterned	patterned	patterned	light	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	dark	dark	patterned	light	light	light
FCP207	16/11/23	common	NA	no	10	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	patterned	dark	dark	dark	dark	dark	dark	patterned	light	light	light	light	light	light	dark	dark	dark	dark	dark	patterned	patterned	patterned	light	light	light	dark	dark
FCP208	16/11/23	common	NA	no	2	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP209	16/11/23	common	NA	no	2	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	light	light	light	light	light	light
FCP210	16/11/23	common	NA	no	3	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP211	16/11/23	common	NA	no	8	dark	dark	dark	dark	dark	patterned	dark	light	patterned	dark	dark	patterned	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP212	16/11/23	common	NA	no	23	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	patterned	patterned	patterned	dark	patterned	dark	dark	dark	light	light	dark	light	dark	light	dark	dark	dark	dark	light	patterned	dark	light	light	dark	patterned	light	patterned	patterned	dark	patterned	light
FCP213	16/11/23	common	NA	no	14	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	patterned	patterned	patterned	light	light	dark	patterned	light	light	dark	patterned	light	patterned	light	light
FCP214	16/11/23	common	NA	no	13	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	patterned	light	dark	dark	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	dark	light	dark	dark	light	light	light	light	light	light
FCP215	16/11/23	common	NA	no	11	light	light	light	light	light	light	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	light	patterned	dark	dark	dark	dark	dark	dark	light	patterned	patterned	dark	dark	dark	light	light
FCP216	16/11/23	common	NA	no	24	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	light	patterned	light	patterned	dark	dark	light	dark	patterned	dark	light	light	dark	light	patterned	light	light	dark	light	patterned	dark	light	patterned	light	patterned
FCP217	16/11/23	common	NA	no	9	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	dark	patterned	dark	patterned	light	dark	light	patterned
FCP218	16/11/23	common	NA	yes	14	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	dark	patterned	patterned	light	patterned	light	dark	dark	dark	dark	dark	dark	dark	light	dark	patterned	light	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
FCP219	16/11/23	common	NA	no	9	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark		dark	dark	light	light	dark	light	light	light	dark	light	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark
FCP220	16/11/23	common	NA	no	6	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	patterned	patterned	dark	dark	dark	patterned	patterned	dark	dark	dark	dark	dark
